seatNo,seatStatus,flightNo,departureDate
2D,Sold,8D483,2020-08-12
2E,Sold,8D483,2020-08-12
2F,Available,8D483,2020-08-12
3A,Sold,8D483,2020-08-12
3B,Available,8D483,2020-08-12
3C,Available,8D483,2020-08-12
3D,Available,8D483,2020-08-12
3E,Available,8D483,2020-08-12
3F,Available,8D483,2020-08-12
1A,Available,T5578,2020-09-23
1B,Sold,T5578,2020-09-23
1C,Available,T5578,2020-09-23
1D,Available,T5578,2020-09-23
1E,Sold,T5578,2020-09-23
1F,Available,T5578,2020-09-23
2A,Sold,T5578,2020-09-23
2B,Available,T5578,2020-09-23
2C,Sold,T5578,2020-09-23
2D,Available,T5578,2020-09-23
2E,Available,T5578,2020-09-23
2F,Available,T5578,2020-09-23
3A,Sold,T5578,2020-09-23
3B,Sold,T5578,2020-09-23
3C,Sold,T5578,2020-09-23
3D,Available,T5578,2020-09-23
3E,Available,T5578,2020-09-23
3F,Sold,T5578,2020-09-23
1A,Sold,UH153,2020-08-19
1B,Sold,UH153,2020-08-19
1C,Sold,UH153,2020-08-19
1D,Sold,UH153,2020-08-19
1E,Available,UH153,2020-08-19
1F,Sold,UH153,2020-08-19
2A,Available,UH153,2020-08-19
2B,Available,UH153,2020-08-19
2C,Available,UH153,2020-08-19
2D,Sold,UH153,2020-08-19
2E,Sold,UH153,2020-08-19
2F,Available,UH153,2020-08-19
3A,Sold,UH153,2020-08-19
3B,Sold,UH153,2020-08-19
3C,Sold,UH153,2020-08-19
3D,Available,UH153,2020-08-19
3E,Sold,UH153,2020-08-19
3F,Sold,UH153,2020-08-19
1A,Available,NH84,2020-05-21
1B,Available,NH84,2020-05-21
1C,Available,NH84,2020-05-21
1D,Available,NH84,2020-05-21
1E,Sold,NH84,2020-05-21
1F,Available,NH84,2020-05-21
2A,Sold,NH84,2020-05-21
2B,Sold,NH84,2020-05-21
2C,Available,NH84,2020-05-21
2D,Sold,NH84,2020-05-21
2E,Sold,NH84,2020-05-21
2F,Sold,NH84,2020-05-21
3A,Available,NH84,2020-05-21
3B,Sold,NH84,2020-05-21
3C,Available,NH84,2020-05-21
3D,Sold,NH84,2020-05-21
3E,Available,NH84,2020-05-21
3F,Sold,NH84,2020-05-21
1A,Sold,WR520,2020-06-25
1B,Sold,WR520,2020-06-25
1C,Available,WR520,2020-06-25
1D,Sold,WR520,2020-06-25
1E,Available,WR520,2020-06-25
1F,Available,WR520,2020-06-25
2A,Sold,WR520,2020-06-25
2B,Available,WR520,2020-06-25
2C,Sold,WR520,2020-06-25
2D,Sold,WR520,2020-06-25
2E,Sold,WR520,2020-06-25
2F,Available,WR520,2020-06-25
3A,Sold,WR520,2020-06-25
3B,Sold,WR520,2020-06-25
3C,Available,WR520,2020-06-25
3D,Sold,WR520,2020-06-25
3E,Available,WR520,2020-06-25
3F,Available,WR520,2020-06-25
1A,Sold,R4629,2020-03-16
1B,Available,R4629,2020-03-16
1C,Sold,R4629,2020-03-16
1D,Available,R4629,2020-03-16
1E,Available,R4629,2020-03-16
1F,Available,R4629,2020-03-16
2A,Sold,R4629,2020-03-16
2B,Available,R4629,2020-03-16
2C,Available,R4629,2020-03-16
2D,Available,R4629,2020-03-16
2E,Sold,R4629,2020-03-16
2F,Sold,R4629,2020-03-16
3A,Sold,R4629,2020-03-16
3B,Available,R4629,2020-03-16
3C,Sold,R4629,2020-03-16
3D,Available,R4629,2020-03-16
3E,Sold,R4629,2020-03-16
3F,Available,R4629,2020-03-16
1A,Sold,B3310,2020-10-19
1B,Available,B3310,2020-10-19
1C,Sold,B3310,2020-10-19
1D,Sold,B3310,2020-10-19
1E,Sold,B3310,2020-10-19
1F,Available,B3310,2020-10-19
2A,Available,B3310,2020-10-19
2B,Sold,B3310,2020-10-19
2C,Available,B3310,2020-10-19
2D,Available,B3310,2020-10-19
2E,Sold,B3310,2020-10-19
2F,Sold,B3310,2020-10-19
3A,Sold,B3310,2020-10-19
3B,Sold,B3310,2020-10-19
3C,Sold,B3310,2020-10-19
3D,Sold,B3310,2020-10-19
3E,Sold,B3310,2020-10-19
3F,Sold,B3310,2020-10-19
1A,Sold,2W657,2020-02-16
1B,Available,2W657,2020-02-16
1C,Sold,2W657,2020-02-16
1D,Available,2W657,2020-02-16
1E,Sold,2W657,2020-02-16
1F,Sold,2W657,2020-02-16
2A,Sold,2W657,2020-02-16
2B,Available,2W657,2020-02-16
2C,Sold,2W657,2020-02-16
2D,Sold,2W657,2020-02-16
2E,Available,2W657,2020-02-16
2F,Available,2W657,2020-02-16
3A,Sold,2W657,2020-02-16
3B,Sold,2W657,2020-02-16
3C,Available,2W657,2020-02-16
3D,Sold,2W657,2020-02-16
3E,Sold,2W657,2020-02-16
3F,Sold,2W657,2020-02-16
1A,Available,KH832,2020-06-05
1B,Available,KH832,2020-06-05
1C,Available,KH832,2020-06-05
1D,Available,KH832,2020-06-05
1E,Available,KH832,2020-06-05
1F,Available,KH832,2020-06-05
2A,Available,KH832,2020-06-05
2B,Sold,KH832,2020-06-05
2C,Available,KH832,2020-06-05
2D,Sold,KH832,2020-06-05
2E,Sold,KH832,2020-06-05
2F,Available,KH832,2020-06-05
3A,Sold,KH832,2020-06-05
3B,Available,KH832,2020-06-05
3C,Available,KH832,2020-06-05
3D,Available,KH832,2020-06-05
3E,Available,KH832,2020-06-05
3F,Sold,KH832,2020-06-05
1A,Sold,RL283,2020-06-30
1B,Available,RL283,2020-06-30
1C,Sold,RL283,2020-06-30
1D,Sold,RL283,2020-06-30
1E,Sold,RL283,2020-06-30
1F,Sold,RL283,2020-06-30
2A,Available,RL283,2020-06-30
2B,Sold,RL283,2020-06-30
2C,Available,RL283,2020-06-30
2D,Available,RL283,2020-06-30
2E,Sold,RL283,2020-06-30
2F,Available,RL283,2020-06-30
3A,Sold,RL283,2020-06-30
3B,Available,RL283,2020-06-30
3C,Sold,RL283,2020-06-30
3D,Sold,RL283,2020-06-30
3E,Sold,RL283,2020-06-30
3F,Available,RL283,2020-06-30
1A,Available,TF242,2020-08-01
1B,Available,TF242,2020-08-01
1C,Available,TF242,2020-08-01
1D,Available,TF242,2020-08-01
1E,Sold,TF242,2020-08-01
1F,Sold,TF242,2020-08-01
2A,Sold,TF242,2020-08-01
2B,Available,TF242,2020-08-01
2C,Sold,TF242,2020-08-01
2D,Sold,TF242,2020-08-01
2E,Sold,TF242,2020-08-01
2F,Available,TF242,2020-08-01
3A,Available,TF242,2020-08-01
3B,Available,TF242,2020-08-01
3C,Sold,TF242,2020-08-01
3D,Sold,TF242,2020-08-01
3E,Sold,TF242,2020-08-01
3F,Sold,TF242,2020-08-01
1A,Available,KE878,2020-06-14
1B,Available,KE878,2020-06-14
1C,Sold,KE878,2020-06-14
1D,Sold,KE878,2020-06-14
1E,Available,KE878,2020-06-14
1F,Available,KE878,2020-06-14
2A,Available,KE878,2020-06-14
2B,Sold,KE878,2020-06-14
2C,Available,KE878,2020-06-14
2D,Available,KE878,2020-06-14
2E,Available,KE878,2020-06-14
2F,Available,KE878,2020-06-14
3A,Sold,KE878,2020-06-14
3B,Available,KE878,2020-06-14
3C,Sold,KE878,2020-06-14
3D,Available,KE878,2020-06-14
3E,Sold,KE878,2020-06-14
3F,Sold,KE878,2020-06-14
1A,Available,5Q708,2020-10-14
1B,Available,5Q708,2020-10-14
1C,Available,5Q708,2020-10-14
1D,Sold,5Q708,2020-10-14
1E,Available,5Q708,2020-10-14
1F,Sold,5Q708,2020-10-14
2A,Sold,5Q708,2020-10-14
2B,Sold,5Q708,2020-10-14
2C,Sold,5Q708,2020-10-14
2D,Sold,5Q708,2020-10-14
2E,Sold,5Q708,2020-10-14
2F,Available,5Q708,2020-10-14
3A,Available,5Q708,2020-10-14
3B,Sold,5Q708,2020-10-14
3C,Available,5Q708,2020-10-14
3D,Available,5Q708,2020-10-14
3E,Available,5Q708,2020-10-14
3F,Available,5Q708,2020-10-14
1A,Available,7K391,2020-09-21
1B,Sold,7K391,2020-09-21
1C,Available,7K391,2020-09-21
1D,Available,7K391,2020-09-21
1E,Sold,7K391,2020-09-21
1F,Sold,7K391,2020-09-21
2A,Sold,7K391,2020-09-21
2B,Sold,7K391,2020-09-21
2C,Available,7K391,2020-09-21
2D,Available,7K391,2020-09-21
2E,Sold,7K391,2020-09-21
2F,Sold,7K391,2020-09-21
3A,Available,7K391,2020-09-21
3B,Sold,7K391,2020-09-21
3C,Sold,7K391,2020-09-21
3D,Sold,7K391,2020-09-21
3E,Available,7K391,2020-09-21
3F,Available,7K391,2020-09-21
1A,Available,R7799,2020-08-13
1B,Available,R7799,2020-08-13
1C,Available,R7799,2020-08-13
1D,Sold,R7799,2020-08-13
1E,Available,R7799,2020-08-13
1F,Available,R7799,2020-08-13
2A,Available,R7799,2020-08-13
2B,Sold,R7799,2020-08-13
2C,Available,R7799,2020-08-13
2D,Sold,R7799,2020-08-13
2E,Available,R7799,2020-08-13
2F,Available,R7799,2020-08-13
3A,Available,R7799,2020-08-13
3B,Available,R7799,2020-08-13
3C,Available,R7799,2020-08-13
3D,Available,R7799,2020-08-13
3E,Available,R7799,2020-08-13
3F,Available,R7799,2020-08-13
1A,Sold,GY773,2020-06-29
1B,Available,GY773,2020-06-29
1C,Available,GY773,2020-06-29
1D,Available,GY773,2020-06-29
1E,Available,GY773,2020-06-29
1F,Available,GY773,2020-06-29
2A,Sold,GY773,2020-06-29
2B,Available,GY773,2020-06-29
2C,Sold,GY773,2020-06-29
2D,Sold,GY773,2020-06-29
2E,Available,GY773,2020-06-29
2F,Sold,GY773,2020-06-29
3A,Available,GY773,2020-06-29
3B,Sold,GY773,2020-06-29
3C,Sold,GY773,2020-06-29
3D,Available,GY773,2020-06-29
3E,Available,GY773,2020-06-29
3F,Available,GY773,2020-06-29
1A,Available,7O72,2020-08-07
1B,Available,7O72,2020-08-07
1C,Sold,7O72,2020-08-07
1D,Sold,7O72,2020-08-07
1E,Sold,7O72,2020-08-07
1F,Sold,7O72,2020-08-07
2A,Sold,7O72,2020-08-07
2B,Sold,7O72,2020-08-07
2C,Sold,7O72,2020-08-07
2D,Available,7O72,2020-08-07
2E,Sold,7O72,2020-08-07
2F,Available,7O72,2020-08-07
3A,Available,7O72,2020-08-07
3B,Sold,7O72,2020-08-07
3C,Sold,7O72,2020-08-07
3D,Available,7O72,2020-08-07
3E,Sold,7O72,2020-08-07
3F,Available,7O72,2020-08-07
1A,Available,8F260,2020-07-31
1B,Available,8F260,2020-07-31
1C,Sold,8F260,2020-07-31
1D,Sold,8F260,2020-07-31
1E,Sold,8F260,2020-07-31
1F,Available,8F260,2020-07-31
2A,Sold,8F260,2020-07-31
2B,Available,8F260,2020-07-31
2C,Available,8F260,2020-07-31
2D,Available,8F260,2020-07-31
2E,Available,8F260,2020-07-31
2F,Sold,8F260,2020-07-31
3A,Sold,8F260,2020-07-31
3B,Available,8F260,2020-07-31
3C,Available,8F260,2020-07-31
3D,Available,8F260,2020-07-31
3E,Available,8F260,2020-07-31
3F,Available,8F260,2020-07-31
1A,Available,E2100,2020-08-22
1B,Sold,E2100,2020-08-22
1C,Sold,E2100,2020-08-22
1D,Available,E2100,2020-08-22
1E,Sold,E2100,2020-08-22
1F,Available,E2100,2020-08-22
2A,Available,E2100,2020-08-22
2B,Available,E2100,2020-08-22
2C,Available,E2100,2020-08-22
2D,Sold,E2100,2020-08-22
2E,Available,E2100,2020-08-22
2F,Sold,E2100,2020-08-22
3A,Sold,E2100,2020-08-22
3B,Sold,E2100,2020-08-22
3C,Sold,E2100,2020-08-22
3D,Sold,E2100,2020-08-22
3E,Available,E2100,2020-08-22
3F,Sold,E2100,2020-08-22
1A,Sold,SX41,2020-04-21
1B,Available,SX41,2020-04-21
1C,Sold,SX41,2020-04-21
1D,Sold,SX41,2020-04-21
1E,Sold,SX41,2020-04-21
1F,Available,SX41,2020-04-21
2A,Sold,SX41,2020-04-21
2B,Available,SX41,2020-04-21
2C,Available,SX41,2020-04-21
2D,Available,SX41,2020-04-21
2E,Available,SX41,2020-04-21
2F,Sold,SX41,2020-04-21
3A,Available,SX41,2020-04-21
3B,Available,SX41,2020-04-21
3C,Available,SX41,2020-04-21
3D,Available,SX41,2020-04-21
3E,Available,SX41,2020-04-21
3F,Available,SX41,2020-04-21
1A,Sold,BT282,2020-08-18
1B,Sold,BT282,2020-08-18
1C,Available,BT282,2020-08-18
1D,Sold,BT282,2020-08-18
1E,Sold,BT282,2020-08-18
1F,Available,BT282,2020-08-18
2A,Available,BT282,2020-08-18
2B,Sold,BT282,2020-08-18
2C,Available,BT282,2020-08-18
2D,Sold,BT282,2020-08-18
2E,Sold,BT282,2020-08-18
2F,Available,BT282,2020-08-18
3A,Available,BT282,2020-08-18
3B,Sold,BT282,2020-08-18
3C,Sold,BT282,2020-08-18
3D,Sold,BT282,2020-08-18
3E,Available,BT282,2020-08-18
3F,Sold,BT282,2020-08-18
1A,Sold,NH84,2020-11-19
1B,Sold,NH84,2020-11-19
1C,Sold,NH84,2020-11-19
1D,Available,NH84,2020-11-19
1E,Sold,NH84,2020-11-19
1F,Available,NH84,2020-11-19
2A,Sold,NH84,2020-11-19
2B,Sold,NH84,2020-11-19
2C,Sold,NH84,2020-11-19
2D,Sold,NH84,2020-11-19
2E,Sold,NH84,2020-11-19
2F,Available,NH84,2020-11-19
3A,Available,NH84,2020-11-19
3B,Available,NH84,2020-11-19
3C,Available,NH84,2020-11-19
3D,Available,NH84,2020-11-19
3E,Sold,NH84,2020-11-19
3F,Sold,NH84,2020-11-19
1A,Sold,1C216,2020-02-03
1B,Sold,1C216,2020-02-03
1C,Sold,1C216,2020-02-03
1D,Available,1C216,2020-02-03
1E,Sold,1C216,2020-02-03
1F,Available,1C216,2020-02-03
2A,Sold,1C216,2020-02-03
2B,Sold,1C216,2020-02-03
2C,Sold,1C216,2020-02-03
2D,Sold,1C216,2020-02-03
2E,Available,1C216,2020-02-03
2F,Sold,1C216,2020-02-03
3A,Available,1C216,2020-02-03
3B,Sold,1C216,2020-02-03
3C,Sold,1C216,2020-02-03
3D,Available,1C216,2020-02-03
3E,Sold,1C216,2020-02-03
3F,Available,1C216,2020-02-03
1A,Available,UW862,2020-07-27
1B,Available,UW862,2020-07-27
1C,Available,UW862,2020-07-27
1D,Available,UW862,2020-07-27
1E,Sold,UW862,2020-07-27
1F,Sold,UW862,2020-07-27
2A,Available,UW862,2020-07-27
2B,Sold,UW862,2020-07-27
2C,Sold,UW862,2020-07-27
2D,Available,UW862,2020-07-27
2E,Available,UW862,2020-07-27
2F,Sold,UW862,2020-07-27
3A,Available,UW862,2020-07-27
3B,Available,UW862,2020-07-27
3C,Sold,UW862,2020-07-27
3D,Available,UW862,2020-07-27
3E,Sold,UW862,2020-07-27
3F,Sold,UW862,2020-07-27
1A,Sold,E2236,2020-07-29
1B,Sold,E2236,2020-07-29
1C,Sold,E2236,2020-07-29
1D,Available,E2236,2020-07-29
1E,Sold,E2236,2020-07-29
1F,Available,E2236,2020-07-29
2A,Sold,E2236,2020-07-29
2B,Available,E2236,2020-07-29
2C,Sold,E2236,2020-07-29
2D,Sold,E2236,2020-07-29
2E,Sold,E2236,2020-07-29
2F,Available,E2236,2020-07-29
3A,Sold,E2236,2020-07-29
3B,Sold,E2236,2020-07-29
3C,Sold,E2236,2020-07-29
3D,Sold,E2236,2020-07-29
3E,Sold,E2236,2020-07-29
3F,Available,E2236,2020-07-29
1A,Available,HY926,2020-09-04
1B,Available,HY926,2020-09-04
1C,Sold,HY926,2020-09-04
1D,Available,HY926,2020-09-04
1E,Sold,HY926,2020-09-04
1F,Available,HY926,2020-09-04
2A,Available,HY926,2020-09-04
2B,Sold,HY926,2020-09-04
2C,Sold,HY926,2020-09-04
2D,Available,HY926,2020-09-04
2E,Sold,HY926,2020-09-04
2F,Available,HY926,2020-09-04
3A,Available,HY926,2020-09-04
3B,Sold,HY926,2020-09-04
3C,Available,HY926,2020-09-04
3D,Sold,HY926,2020-09-04
3E,Available,HY926,2020-09-04
3F,Available,HY926,2020-09-04
1A,Sold,MF233,2020-03-27
1B,Sold,MF233,2020-03-27
1C,Sold,MF233,2020-03-27
1D,Available,MF233,2020-03-27
1E,Available,MF233,2020-03-27
1F,Available,MF233,2020-03-27
2A,Available,MF233,2020-03-27
2B,Available,MF233,2020-03-27
2C,Sold,MF233,2020-03-27
2D,Sold,MF233,2020-03-27
2E,Sold,MF233,2020-03-27
2F,Available,MF233,2020-03-27
3A,Sold,MF233,2020-03-27
3B,Available,MF233,2020-03-27
3C,Sold,MF233,2020-03-27
3D,Sold,MF233,2020-03-27
3E,Available,MF233,2020-03-27
3F,Sold,MF233,2020-03-27
1A,Sold,LM241,2020-10-16
1B,Sold,LM241,2020-10-16
1C,Sold,LM241,2020-10-16
1D,Available,LM241,2020-10-16
1E,Available,LM241,2020-10-16
1F,Available,LM241,2020-10-16
2A,Available,LM241,2020-10-16
2B,Available,LM241,2020-10-16
2C,Sold,LM241,2020-10-16
2D,Available,LM241,2020-10-16
2E,Available,LM241,2020-10-16
2F,Sold,LM241,2020-10-16
3A,Available,LM241,2020-10-16
3B,Sold,LM241,2020-10-16
3C,Available,LM241,2020-10-16
3D,Available,LM241,2020-10-16
3E,Sold,LM241,2020-10-16
3F,Sold,LM241,2020-10-16
1A,Sold,MS709,2020-11-06
1B,Sold,MS709,2020-11-06
1C,Available,MS709,2020-11-06
1D,Sold,MS709,2020-11-06
1E,Sold,MS709,2020-11-06
1F,Available,MS709,2020-11-06
2A,Available,MS709,2020-11-06
2B,Available,MS709,2020-11-06
2C,Sold,MS709,2020-11-06
2D,Available,MS709,2020-11-06
2E,Sold,MS709,2020-11-06
2F,Available,MS709,2020-11-06
3A,Sold,MS709,2020-11-06
3B,Sold,MS709,2020-11-06
3C,Available,MS709,2020-11-06
3D,Available,MS709,2020-11-06
3E,Available,MS709,2020-11-06
3F,Sold,MS709,2020-11-06
1A,Available,QP266,2020-03-24
1B,Sold,QP266,2020-03-24
1C,Available,QP266,2020-03-24
1D,Available,QP266,2020-03-24
1E,Sold,QP266,2020-03-24
1F,Available,QP266,2020-03-24
2A,Sold,QP266,2020-03-24
2B,Sold,QP266,2020-03-24
2C,Sold,QP266,2020-03-24
2D,Available,QP266,2020-03-24
2E,Sold,QP266,2020-03-24
2F,Sold,QP266,2020-03-24
3A,Available,QP266,2020-03-24
3B,Sold,QP266,2020-03-24
3C,Sold,QP266,2020-03-24
3D,Available,QP266,2020-03-24
3E,Available,QP266,2020-03-24
3F,Available,QP266,2020-03-24
1A,Sold,J326,2020-03-09
1B,Available,J326,2020-03-09
1C,Available,J326,2020-03-09
1D,Sold,J326,2020-03-09
1E,Available,J326,2020-03-09
1F,Sold,J326,2020-03-09
2A,Available,J326,2020-03-09
2B,Available,J326,2020-03-09
2C,Available,J326,2020-03-09
2D,Available,J326,2020-03-09
2E,Sold,J326,2020-03-09
2F,Sold,J326,2020-03-09
3A,Sold,J326,2020-03-09
3B,Sold,J326,2020-03-09
3C,Sold,J326,2020-03-09
3D,Available,J326,2020-03-09
3E,Sold,J326,2020-03-09
3F,Available,J326,2020-03-09
1A,Sold,H27,2020-11-04
1B,Sold,H27,2020-11-04
1C,Sold,H27,2020-11-04
1D,Available,H27,2020-11-04
1E,Available,H27,2020-11-04
1F,Available,H27,2020-11-04
2A,Available,H27,2020-11-04
2B,Available,H27,2020-11-04
2C,Sold,H27,2020-11-04
2D,Sold,H27,2020-11-04
2E,Sold,H27,2020-11-04
2F,Sold,H27,2020-11-04
3A,Available,H27,2020-11-04
3B,Sold,H27,2020-11-04
3C,Available,H27,2020-11-04
3D,Sold,H27,2020-11-04
3E,Available,H27,2020-11-04
3F,Available,H27,2020-11-04
1A,Available,UB179,2020-07-26
1B,Sold,UB179,2020-07-26
1C,Available,UB179,2020-07-26
1D,Available,UB179,2020-07-26
1E,Sold,UB179,2020-07-26
1F,Sold,UB179,2020-07-26
2A,Available,UB179,2020-07-26
2B,Sold,UB179,2020-07-26
2C,Available,UB179,2020-07-26
2D,Available,UB179,2020-07-26
2E,Available,UB179,2020-07-26
2F,Available,UB179,2020-07-26
3A,Available,UB179,2020-07-26
3B,Available,UB179,2020-07-26
3C,Sold,UB179,2020-07-26
3D,Available,UB179,2020-07-26
3E,Sold,UB179,2020-07-26
3F,Sold,UB179,2020-07-26
1A,Sold,DD741,2020-05-01
1B,Sold,DD741,2020-05-01
1C,Available,DD741,2020-05-01
1D,Available,DD741,2020-05-01
1E,Sold,DD741,2020-05-01
1F,Available,DD741,2020-05-01
2A,Sold,DD741,2020-05-01
2B,Available,DD741,2020-05-01
2C,Sold,DD741,2020-05-01
2D,Sold,DD741,2020-05-01
2E,Available,DD741,2020-05-01
2F,Sold,DD741,2020-05-01
3A,Available,DD741,2020-05-01
3B,Sold,DD741,2020-05-01
3C,Available,DD741,2020-05-01
3D,Sold,DD741,2020-05-01
3E,Available,DD741,2020-05-01
3F,Sold,DD741,2020-05-01
1A,Available,WM171,2020-08-07
1B,Sold,WM171,2020-08-07
1C,Available,WM171,2020-08-07
1D,Sold,WM171,2020-08-07
1E,Sold,WM171,2020-08-07
1F,Available,WM171,2020-08-07
2A,Available,WM171,2020-08-07
2B,Sold,WM171,2020-08-07
2C,Available,WM171,2020-08-07
2D,Sold,WM171,2020-08-07
2E,Available,WM171,2020-08-07
2F,Available,WM171,2020-08-07
3A,Available,WM171,2020-08-07
3B,Available,WM171,2020-08-07
3C,Sold,WM171,2020-08-07
3D,Sold,WM171,2020-08-07
3E,Sold,WM171,2020-08-07
3F,Sold,WM171,2020-08-07
1A,Available,WS377,2020-03-14
1B,Sold,WS377,2020-03-14
1C,Available,WS377,2020-03-14
1D,Available,WS377,2020-03-14
1E,Available,WS377,2020-03-14
1F,Sold,WS377,2020-03-14
2A,Available,WS377,2020-03-14
2B,Sold,WS377,2020-03-14
2C,Sold,WS377,2020-03-14
2D,Available,WS377,2020-03-14
2E,Available,WS377,2020-03-14
2F,Available,WS377,2020-03-14
3A,Sold,WS377,2020-03-14
3B,Sold,WS377,2020-03-14
3C,Available,WS377,2020-03-14
3D,Sold,WS377,2020-03-14
3E,Available,WS377,2020-03-14
3F,Sold,WS377,2020-03-14
1A,Available,Y8124,2020-01-29
1B,Available,Y8124,2020-01-29
1C,Sold,Y8124,2020-01-29
1D,Sold,Y8124,2020-01-29
1E,Available,Y8124,2020-01-29
1F,Sold,Y8124,2020-01-29
2A,Available,Y8124,2020-01-29
2B,Available,Y8124,2020-01-29
2C,Available,Y8124,2020-01-29
2D,Sold,Y8124,2020-01-29
2E,Sold,Y8124,2020-01-29
2F,Available,Y8124,2020-01-29
3A,Available,Y8124,2020-01-29
3B,Available,Y8124,2020-01-29
3C,Sold,Y8124,2020-01-29
3D,Available,Y8124,2020-01-29
3E,Sold,Y8124,2020-01-29
3F,Available,Y8124,2020-01-29
1A,Available,J326,2020-08-17
1B,Available,J326,2020-08-17
1C,Sold,J326,2020-08-17
1D,Sold,J326,2020-08-17
1E,Sold,J326,2020-08-17
1F,Sold,J326,2020-08-17
2A,Available,J326,2020-08-17
2B,Sold,J326,2020-08-17
2C,Sold,J326,2020-08-17
2D,Available,J326,2020-08-17
2E,Available,J326,2020-08-17
2F,Sold,J326,2020-08-17
3A,Available,J326,2020-08-17
3B,Sold,J326,2020-08-17
3C,Available,J326,2020-08-17
3D,Available,J326,2020-08-17
3E,Sold,J326,2020-08-17
3F,Available,J326,2020-08-17
1A,Available,UH153,2020-07-01
1B,Sold,UH153,2020-07-01
1C,Sold,UH153,2020-07-01
1D,Sold,UH153,2020-07-01
1E,Sold,UH153,2020-07-01
1F,Available,UH153,2020-07-01
2A,Sold,UH153,2020-07-01
2B,Sold,UH153,2020-07-01
2C,Available,UH153,2020-07-01
2D,Sold,UH153,2020-07-01
2E,Available,UH153,2020-07-01
2F,Available,UH153,2020-07-01
3A,Sold,UH153,2020-07-01
3B,Sold,UH153,2020-07-01
3C,Sold,UH153,2020-07-01
3D,Available,UH153,2020-07-01
3E,Sold,UH153,2020-07-01
3F,Sold,UH153,2020-07-01
1A,Sold,S0332,2020-09-21
1B,Sold,S0332,2020-09-21
1C,Available,S0332,2020-09-21
1D,Available,S0332,2020-09-21
1E,Available,S0332,2020-09-21
1F,Sold,S0332,2020-09-21
2A,Available,S0332,2020-09-21
2B,Sold,S0332,2020-09-21
2C,Sold,S0332,2020-09-21
2D,Sold,S0332,2020-09-21
2E,Available,S0332,2020-09-21
2F,Sold,S0332,2020-09-21
3A,Available,S0332,2020-09-21
3B,Sold,S0332,2020-09-21
3C,Sold,S0332,2020-09-21
3D,Available,S0332,2020-09-21
3E,Available,S0332,2020-09-21
3F,Sold,S0332,2020-09-21
1A,Available,ZS624,2020-01-16
1B,Available,ZS624,2020-01-16
1C,Available,ZS624,2020-01-16
1D,Sold,ZS624,2020-01-16
1E,Available,ZS624,2020-01-16
1F,Sold,ZS624,2020-01-16
2A,Sold,ZS624,2020-01-16
2B,Sold,ZS624,2020-01-16
2C,Available,ZS624,2020-01-16
2D,Available,ZS624,2020-01-16
2E,Available,ZS624,2020-01-16
2F,Sold,ZS624,2020-01-16
3A,Sold,ZS624,2020-01-16
3B,Available,ZS624,2020-01-16
3C,Available,ZS624,2020-01-16
3D,Sold,ZS624,2020-01-16
3E,Available,ZS624,2020-01-16
3F,Available,ZS624,2020-01-16
1A,Available,Z8479,2020-05-21
1B,Sold,Z8479,2020-05-21
1C,Available,Z8479,2020-05-21
1D,Sold,Z8479,2020-05-21
1E,Available,Z8479,2020-05-21
1F,Sold,Z8479,2020-05-21
2A,Sold,Z8479,2020-05-21
2B,Sold,Z8479,2020-05-21
2C,Sold,Z8479,2020-05-21
2D,Sold,Z8479,2020-05-21
2E,Available,Z8479,2020-05-21
2F,Available,Z8479,2020-05-21
3A,Sold,Z8479,2020-05-21
3B,Sold,Z8479,2020-05-21
3C,Available,Z8479,2020-05-21
3D,Available,Z8479,2020-05-21
3E,Available,Z8479,2020-05-21
3F,Sold,Z8479,2020-05-21
1A,Available,2J441,2020-01-23
1B,Sold,2J441,2020-01-23
1C,Available,2J441,2020-01-23
1D,Sold,2J441,2020-01-23
1E,Sold,2J441,2020-01-23
1F,Sold,2J441,2020-01-23
2A,Sold,2J441,2020-01-23
2B,Available,2J441,2020-01-23
2C,Available,2J441,2020-01-23
2D,Available,2J441,2020-01-23
2E,Sold,2J441,2020-01-23
2F,Available,2J441,2020-01-23
3A,Sold,2J441,2020-01-23
3B,Available,2J441,2020-01-23
3C,Available,2J441,2020-01-23
3D,Available,2J441,2020-01-23
3E,Sold,2J441,2020-01-23
3F,Available,2J441,2020-01-23
1A,Sold,R4684,2020-09-22
1B,Available,R4684,2020-09-22
1C,Sold,R4684,2020-09-22
1D,Sold,R4684,2020-09-22
1E,Sold,R4684,2020-09-22
1F,Sold,R4684,2020-09-22
2A,Sold,R4684,2020-09-22
2B,Available,R4684,2020-09-22
2C,Sold,R4684,2020-09-22
2D,Available,R4684,2020-09-22
2E,Available,R4684,2020-09-22
2F,Sold,R4684,2020-09-22
3A,Sold,R4684,2020-09-22
3B,Available,R4684,2020-09-22
3C,Sold,R4684,2020-09-22
3D,Sold,R4684,2020-09-22
3E,Sold,R4684,2020-09-22
3F,Sold,R4684,2020-09-22
1A,Available,3S444,2020-09-10
1B,Sold,3S444,2020-09-10
1C,Available,3S444,2020-09-10
1D,Sold,3S444,2020-09-10
1E,Sold,3S444,2020-09-10
1F,Sold,3S444,2020-09-10
2A,Available,3S444,2020-09-10
2B,Available,3S444,2020-09-10
2C,Available,3S444,2020-09-10
2D,Sold,3S444,2020-09-10
2E,Sold,3S444,2020-09-10
2F,Sold,3S444,2020-09-10
3A,Available,3S444,2020-09-10
3B,Available,3S444,2020-09-10
