seatNo,seatStatus,flightNo,departureDate
1B,Available,ZM125,2020-09-27
1A,Sold,V3599,2020-10-01
1B,Available,V3599,2020-10-01
1A,Sold,8J52,2020-03-24
1B,Available,8J52,2020-03-24
1A,Available,AO320,2020-05-26
1B,Available,AO320,2020-05-26
1A,Available,J5174,2020-01-31
1B,Available,J5174,2020-01-31
1A,Available,DU705,2020-05-14
1B,Available,DU705,2020-05-14
1A,Available,PT62,2020-07-22
1B,Available,PT62,2020-07-22
1A,Sold,QS185,2020-03-20
1B,Sold,QS185,2020-03-20
1A,Available,KR505,2020-02-26
1B,Sold,KR505,2020-02-26
1A,Available,VI889,2020-06-09
1B,Available,VI889,2020-06-09
1A,Available,1E994,2020-04-07
1B,Sold,1E994,2020-04-07
1A,Available,XR21,2020-05-16
1B,Sold,XR21,2020-05-16
1A,Available,V8803,2020-01-02
1B,Sold,V8803,2020-01-02
1A,Available,I3893,2020-06-25
1B,Available,I3893,2020-06-25
1A,Available,F5297,2020-07-09
1B,Available,F5297,2020-07-09
1A,Sold,MR750,2020-04-13
1B,Available,MR750,2020-04-13
1A,Sold,PT875,2020-02-06
1B,Available,PT875,2020-02-06
1A,Sold,9S309,2020-08-29
1B,Sold,9S309,2020-08-29
1A,Available,IO350,2020-11-12
1B,Available,IO350,2020-11-12
1A,Sold,PF725,2020-04-21
1B,Available,PF725,2020-04-21
1A,Available,U3245,2020-06-26
1B,Available,U3245,2020-06-26
1A,Available,YV737,2020-04-15
1B,Sold,YV737,2020-04-15
1A,Available,LX942,2020-02-09
1B,Available,LX942,2020-02-09
1A,Available,VP748,2020-10-16
1B,Sold,VP748,2020-10-16
1A,Available,EN828,2020-09-02
1B,Available,EN828,2020-09-02
1A,Available,TO68,2020-05-12
1B,Available,TO68,2020-05-12
1A,Available,5Y486,2020-02-09
1B,Sold,5Y486,2020-02-09
1A,Sold,I3434,2020-04-21
1B,Available,I3434,2020-04-21
1A,Sold,QV882,2020-07-14
1B,Sold,QV882,2020-07-14
1A,Available,DP553,2020-03-14
1B,Available,DP553,2020-03-14
1A,Sold,K2820,2020-05-27
1B,Sold,K2820,2020-05-27
1A,Sold,SK784,2020-03-20
1B,Available,SK784,2020-03-20
1A,Available,LS973,2020-07-27
1B,Sold,LS973,2020-07-27
1A,Sold,HE155,2020-10-02
1B,Available,HE155,2020-10-02
1A,Available,A4317,2020-04-21
1B,Available,A4317,2020-04-21
1A,Sold,GW540,2020-01-31
1B,Sold,GW540,2020-01-31
1A,Sold,H3873,2020-11-04
1B,Sold,H3873,2020-11-04
1A,Sold,HE890,2020-01-26
1B,Sold,HE890,2020-01-26
1A,Sold,NH84,2020-10-08
1B,Sold,NH84,2020-10-08
1A,Available,DI240,2020-02-09
1B,Sold,DI240,2020-02-09
1A,Sold,OS443,2020-06-11
1B,Available,OS443,2020-06-11
1A,Available,Y7510,2020-10-23
1B,Available,Y7510,2020-10-23
1A,Available,OI104,2020-06-19
1B,Sold,OI104,2020-06-19
1A,Sold,8D111,2020-09-29
1B,Sold,8D111,2020-09-29
1A,Available,WH482,2020-08-26
1B,Sold,WH482,2020-08-26
1A,Available,I610,2020-09-24
1B,Available,I610,2020-09-24
1A,Sold,7L518,2020-10-18
1B,Available,7L518,2020-10-18
1A,Sold,4A433,2020-04-23
1B,Sold,4A433,2020-04-23
1A,Sold,Y8124,2020-07-29
1B,Sold,Y8124,2020-07-29
1A,Sold,PA546,2020-01-08
1B,Available,PA546,2020-01-08
1A,Sold,FC267,2020-03-06
1B,Available,FC267,2020-03-06
1A,Available,YC807,2020-05-11
1B,Sold,YC807,2020-05-11
1A,Sold,XX170,2020-09-03
1B,Available,XX170,2020-09-03
1A,Available,JQ349,2020-02-04
1B,Sold,JQ349,2020-02-04
1A,Sold,B7666,2020-06-28
1B,Sold,B7666,2020-06-28
1A,Available,7B995,2020-11-21
1B,Available,7B995,2020-11-21
1A,Sold,Z3214,2020-08-03
1B,Sold,Z3214,2020-08-03
1A,Sold,DA362,2020-07-07
1B,Sold,DA362,2020-07-07
1A,Available,FF735,2020-08-19
1B,Sold,FF735,2020-08-19
1A,Available,W1768,2020-02-18
1B,Sold,W1768,2020-02-18
1A,Available,AZ215,2020-10-23
1B,Sold,AZ215,2020-10-23
1A,Sold,Q4172,2020-03-23
1B,Available,Q4172,2020-03-23
1A,Sold,LO20,2020-05-05
1B,Available,LO20,2020-05-05
1A,Available,N7907,2020-08-22
1B,Sold,N7907,2020-08-22
1A,Available,3O836,2020-07-03
1B,Available,3O836,2020-07-03
1A,Available,7H405,2020-01-26
1B,Available,7H405,2020-01-26
1A,Sold,2D535,2020-08-27
1B,Sold,2D535,2020-08-27
1A,Sold,OS367,2020-11-24
1B,Available,OS367,2020-11-24
1A,Available,PX824,2020-09-08
1B,Available,PX824,2020-09-08
1A,Sold,7J473,2020-05-26
1B,Sold,7J473,2020-05-26
1A,Available,ZI998,2020-07-16
1B,Sold,ZI998,2020-07-16
1A,Sold,JN94,2020-08-20
1B,Available,JN94,2020-08-20
1A,Sold,LU118,2020-06-01
1B,Sold,LU118,2020-06-01
1A,Sold,L9868,2020-01-23
1B,Sold,L9868,2020-01-23
1A,Sold,PZ989,2020-10-06
1B,Sold,PZ989,2020-10-06
1A,Sold,JW308,2020-06-25
1B,Sold,JW308,2020-06-25
1A,Sold,OS443,2020-07-16
1B,Available,OS443,2020-07-16
1A,Available,RS876,2020-03-01
1B,Sold,RS876,2020-03-01
1A,Available,9H253,2020-03-07
1B,Available,9H253,2020-03-07
1A,Sold,M3767,2020-04-23
1B,Available,M3767,2020-04-23
1A,Available,CW409,2020-09-06
1B,Sold,CW409,2020-09-06
1A,Sold,6E335,2020-08-19
1B,Available,6E335,2020-08-19
1A,Available,RV454,2020-04-24
1B,Sold,RV454,2020-04-24
1A,Sold,V8803,2020-10-15
1B,Sold,V8803,2020-10-15
1A,Available,PC17,2020-10-03
1B,Available,PC17,2020-10-03
1A,Sold,MR149,2020-09-30
1B,Sold,MR149,2020-09-30
1A,Available,EG452,2020-10-23
1B,Sold,EG452,2020-10-23
1A,Available,YC410,2020-01-12
1B,Sold,YC410,2020-01-12
1A,Available,K281,2020-02-24
1B,Sold,K281,2020-02-24
1A,Sold,PC249,2020-08-22
1B,Sold,PC249,2020-08-22
1A,Sold,IR286,2020-06-30
1B,Sold,IR286,2020-06-30
1A,Available,6G137,2020-01-04
1B,Sold,6G137,2020-01-04
1A,Available,TP13,2020-10-06
1B,Available,TP13,2020-10-06
1A,Available,B3310,2020-05-25
1B,Available,B3310,2020-05-25
1A,Sold,FF164,2020-05-01
1B,Available,FF164,2020-05-01
1A,Sold,W2874,2020-10-11
1B,Sold,W2874,2020-10-11
1A,Sold,ZY96,2020-11-10
1B,Available,ZY96,2020-11-10
1A,Sold,3U688,2020-02-20
1B,Sold,3U688,2020-02-20
1A,Sold,5W559,2020-03-22
1B,Sold,5W559,2020-03-22
1A,Available,8H572,2020-11-03
1B,Sold,8H572,2020-11-03
1A,Available,TW574,2020-01-15
1B,Available,TW574,2020-01-15
1A,Available,LG887,2020-08-30
1B,Sold,LG887,2020-08-30
1A,Sold,QC734,2020-01-30
1B,Sold,QC734,2020-01-30
1A,Sold,KH487,2020-04-17
1B,Available,KH487,2020-04-17
1A,Sold,B4710,2020-04-05
1B,Sold,B4710,2020-04-05
1A,Available,R2877,2020-07-31
1B,Available,R2877,2020-07-31
1A,Sold,BH207,2020-06-01
1B,Available,BH207,2020-06-01
1A,Sold,ZE351,2020-02-09
1B,Sold,ZE351,2020-02-09
1A,Available,VV796,2020-03-02
1B,Sold,VV796,2020-03-02
1A,Sold,FU910,2020-04-11
1B,Sold,FU910,2020-04-11
1A,Available,D3662,2020-09-10
1B,Available,D3662,2020-09-10
1A,Available,MS709,2020-06-12
1B,Available,MS709,2020-06-12
1A,Sold,DQ668,2020-11-11
1B,Sold,DQ668,2020-11-11
1A,Sold,Q8643,2020-03-01
1B,Available,Q8643,2020-03-01
1A,Available,UL766,2020-05-31
1B,Sold,UL766,2020-05-31
1A,Sold,Y5892,2020-06-30
1B,Available,Y5892,2020-06-30
1A,Sold,JC601,2020-11-02
1B,Available,JC601,2020-11-02
1A,Sold,B0252,2020-07-05
1B,Available,B0252,2020-07-05
1A,Available,WJ949,2020-10-13
1B,Available,WJ949,2020-10-13
1A,Sold,ZE706,2020-11-18
1B,Sold,ZE706,2020-11-18
1A,Available,U7739,2020-05-04
1B,Sold,U7739,2020-05-04
1A,Sold,B7666,2020-05-31
1B,Sold,B7666,2020-05-31
1A,Sold,3W997,2020-05-09
1B,Sold,3W997,2020-05-09
1A,Available,MR149,2020-02-12
1B,Sold,MR149,2020-02-12
1A,Sold,1X355,2020-07-19
1B,Available,1X355,2020-07-19
1A,Sold,IO814,2020-06-12
1B,Sold,IO814,2020-06-12
1A,Sold,JQ349,2020-03-10
1B,Available,JQ349,2020-03-10
1A,Available,4T800,2020-09-26
1B,Sold,4T800,2020-09-26
1A,Sold,C1846,2020-03-06
1B,Sold,C1846,2020-03-06
1A,Available,CG74,2020-06-12
1B,Available,CG74,2020-06-12
1A,Sold,BA747,2020-02-15
1B,Available,BA747,2020-02-15
1A,Sold,UR835,2020-05-20
1B,Available,UR835,2020-05-20
1A,Sold,1B306,2020-05-18
1B,Available,1B306,2020-05-18
1A,Available,WO467,2020-02-16
1B,Sold,WO467,2020-02-16
1A,Sold,JC601,2020-10-05
1B,Sold,JC601,2020-10-05
1A,Available,NL789,2020-05-03
1B,Available,NL789,2020-05-03
1A,Sold,I2213,2020-07-12
1B,Sold,I2213,2020-07-12
1A,Sold,HZ375,2020-08-20
1B,Sold,HZ375,2020-08-20
1A,Available,B3299,2020-05-20
1B,Available,B3299,2020-05-20
1A,Sold,JZ290,2020-08-24
1B,Sold,JZ290,2020-08-24
1A,Available,QL504,2020-10-23
1B,Sold,QL504,2020-10-23
1A,Available,K6861,2020-03-05
1B,Sold,K6861,2020-03-05
1A,Available,U9786,2020-05-23
1B,Sold,U9786,2020-05-23
1A,Available,KH487,2020-08-28
1B,Sold,KH487,2020-08-28
1A,Available,BN3,2020-09-01
1B,Available,BN3,2020-09-01
1A,Sold,DX139,2020-09-22
1B,Available,DX139,2020-09-22
1A,Available,JW497,2020-07-02
1B,Sold,JW497,2020-07-02
1A,Sold,FY522,2020-07-30
1B,Available,FY522,2020-07-30
1A,Sold,AA189,2020-05-15
1B,Sold,AA189,2020-05-15
1A,Sold,ZE351,2020-09-27
1B,Sold,ZE351,2020-09-27
1A,Available,9J101,2020-03-11
1B,Available,9J101,2020-03-11
1A,Available,HW403,2020-08-31
1B,Available,HW403,2020-08-31
1A,Available,6R999,2020-04-11
1B,Available,6R999,2020-04-11
1A,Available,6R447,2020-04-11
1B,Sold,6R447,2020-04-11
1A,Sold,DB964,2020-02-14
1B,Available,DB964,2020-02-14
1A,Sold,G5701,2020-02-29
1B,Sold,G5701,2020-02-29
1A,Available,8R692,2020-07-07
1B,Available,8R692,2020-07-07
1A,Sold,XL71,2020-01-26
1B,Available,XL71,2020-01-26
1A,Available,7F818,2020-02-15
1B,Available,7F818,2020-02-15
1A,Sold,DN918,2020-02-26
1B,Sold,DN918,2020-02-26
1A,Available,AF152,2020-08-07
1B,Sold,AF152,2020-08-07
1A,Available,FI265,2020-06-02
1B,Available,FI265,2020-06-02
1A,Sold,B8549,2020-05-27
1B,Sold,B8549,2020-05-27
1A,Available,QX541,2020-10-10
1B,Sold,QX541,2020-10-10
1A,Available,E2936,2020-10-09
1B,Available,E2936,2020-10-09
1A,Available,6F400,2020-11-21
1B,Available,6F400,2020-11-21
1A,Sold,OC311,2020-07-31
1B,Available,OC311,2020-07-31
1A,Available,XR984,2020-11-06
1B,Available,XR984,2020-11-06
1A,Sold,C4523,2020-01-07
1B,Sold,C4523,2020-01-07
1A,Available,RQ654,2020-06-10
1B,Sold,RQ654,2020-06-10
1A,Sold,FO366,2020-06-25
1B,Sold,FO366,2020-06-25
1A,Available,K2820,2020-03-18
1B,Available,K2820,2020-03-18
1A,Sold,LW268,2020-04-29
1B,Sold,LW268,2020-04-29
1A,Sold,W4612,2020-01-02
1B,Available,W4612,2020-01-02
1A,Sold,RZ598,2020-05-15
1B,Sold,RZ598,2020-05-15
1A,Sold,2N727,2020-05-14
1B,Available,2N727,2020-05-14
1A,Sold,HT950,2020-01-01
1B,Available,HT950,2020-01-01
1A,Available,OJ457,2020-07-26
1B,Available,OJ457,2020-07-26
1A,Sold,UB354,2020-11-23
1B,Sold,UB354,2020-11-23
1A,Available,B0252,2020-08-23
1B,Sold,B0252,2020-08-23
1A,Sold,GH211,2020-10-26
1B,Sold,GH211,2020-10-26
1A,Sold,HE671,2020-01-06
1B,Sold,HE671,2020-01-06
1A,Sold,3W997,2020-07-25
1B,Sold,3W997,2020-07-25
1A,Sold,SU733,2020-04-30
1B,Sold,SU733,2020-04-30
1A,Available,NL789,2020-05-24
1B,Sold,NL789,2020-05-24
1A,Available,SO937,2020-06-12
1B,Sold,SO937,2020-06-12
1A,Available,FN606,2020-09-10
1B,Sold,FN606,2020-09-10
1A,Available,GA891,2020-07-11
1B,Available,GA891,2020-07-11
1A,Available,YM1,2020-08-07
1B,Available,YM1,2020-08-07
1A,Sold,7B995,2020-08-29
1B,Sold,7B995,2020-08-29
1A,Available,RQ555,2020-04-26
1B,Sold,RQ555,2020-04-26
1A,Sold,FI265,2020-10-20
1B,Available,FI265,2020-10-20
1A,Available,LG289,2020-02-15
1B,Sold,LG289,2020-02-15
1A,Available,D2752,2020-03-14
1B,Sold,D2752,2020-03-14
1A,Available,VK664,2020-09-13
1B,Available,VK664,2020-09-13
1A,Available,C5115,2020-09-17
1B,Available,C5115,2020-09-17
1A,Available,GY773,2020-05-11
1B,Sold,GY773,2020-05-11
1A,Available,MP690,2020-08-05
1B,Available,MP690,2020-08-05
1A,Available,9A132,2020-01-02
1B,Sold,9A132,2020-01-02
1A,Available,HZ613,2020-04-05
1B,Sold,HZ613,2020-04-05
1A,Available,6G583,2020-11-24
1B,Available,6G583,2020-11-24
1A,Available,HH220,2020-05-08
1B,Sold,HH220,2020-05-08
1A,Available,FN809,2020-11-08
1B,Available,FN809,2020-11-08
1A,Available,AO144,2020-06-22
1B,Available,AO144,2020-06-22
1A,Available,JD798,2020-03-02
1B,Sold,JD798,2020-03-02
1A,Sold,OJ941,2020-05-16
1B,Available,OJ941,2020-05-16
1A,Available,HZ613,2020-10-04
1B,Sold,HZ613,2020-10-04
1A,Sold,H3873,2020-04-08
1B,Available,H3873,2020-04-08
1A,Sold,YV737,2020-06-03
1B,Sold,YV737,2020-06-03
1A,Sold,3W997,2020-05-30
1B,Available,3W997,2020-05-30
1A,Available,4K516,2020-07-19
1B,Available,4K516,2020-07-19
1A,Sold,ZK314,2020-04-22
1B,Sold,ZK314,2020-04-22
1A,Sold,J7645,2020-09-08
1B,Available,J7645,2020-09-08
1A,Available,PW928,2020-09-25
1B,Available,PW928,2020-09-25
1A,Sold,PE136,2020-05-19
1B,Available,PE136,2020-05-19
1A,Sold,WC383,2020-09-28
1B,Sold,WC383,2020-09-28
1A,Available,J8732,2020-08-15
1B,Available,J8732,2020-08-15
1A,Sold,ME60,2020-04-26
1B,Sold,ME60,2020-04-26
1A,Available,7L683,2020-07-21
1B,Sold,7L683,2020-07-21
1A,Sold,JU899,2020-02-18
1B,Sold,JU899,2020-02-18
1A,Sold,FD915,2020-03-06
1B,Available,FD915,2020-03-06
1A,Sold,YZ850,2020-08-29
1B,Available,YZ850,2020-08-29
1A,Sold,UW862,2020-11-02
1B,Sold,UW862,2020-11-02
1A,Available,IR286,2020-06-02
1B,Sold,IR286,2020-06-02
1A,Sold,G5906,2020-01-14
1B,Sold,G5906,2020-01-14
1A,Sold,HG407,2020-10-10
1B,Sold,HG407,2020-10-10
1A,Sold,S2929,2020-06-02
1B,Available,S2929,2020-06-02
1A,Available,MA58,2020-03-31
1B,Sold,MA58,2020-03-31
1A,Sold,S2929,2020-02-25
1B,Sold,S2929,2020-02-25
1A,Sold,IS924,2020-05-06
1B,Sold,IS924,2020-05-06
1A,Available,BZ88,2020-04-13
1B,Available,BZ88,2020-04-13
1A,Available,ZG159,2020-04-07
1B,Available,ZG159,2020-04-07
1A,Available,F5740,2020-04-08
1B,Sold,F5740,2020-04-08
1A,Sold,JQ250,2020-10-08
1B,Sold,JQ250,2020-10-08
1A,Sold,XR984,2020-08-21
1B,Sold,XR984,2020-08-21
1A,Available,OY339,2020-09-12
1B,Available,OY339,2020-09-12
1A,Sold,1B77,2020-08-02
1B,Available,1B77,2020-08-02
1A,Sold,Z2983,2020-01-23
1B,Available,Z2983,2020-01-23
1A,Available,AF451,2020-08-21
1B,Available,AF451,2020-08-21
1A,Available,CZ287,2020-08-20
1B,Available,CZ287,2020-08-20
1A,Sold,FX667,2020-08-24
1B,Available,FX667,2020-08-24
1A,Sold,2L156,2020-03-21
1B,Available,2L156,2020-03-21
1A,Available,HU85,2020-05-21
1B,Sold,HU85,2020-05-21
1A,Available,WF871,2020-07-07
1B,Available,WF871,2020-07-07
1A,Available,JQ349,2020-09-15
1B,Sold,JQ349,2020-09-15
1A,Available,T6801,2020-06-30
1B,Sold,T6801,2020-06-30
1A,Available,U895,2020-05-12
1B,Available,U895,2020-05-12
1A,Available,8H572,2020-06-30
1B,Sold,8H572,2020-06-30
1A,Sold,OS443,2020-02-13
1B,Available,OS443,2020-02-13
1A,Sold,JA908,2020-11-07
1B,Sold,JA908,2020-11-07
1A,Available,EK582,2020-07-30
1B,Available,EK582,2020-07-30
1A,Available,WF158,2020-09-28
1B,Sold,WF158,2020-09-28
1A,Available,6R999,2020-06-06
1B,Available,6R999,2020-06-06
1A,Sold,H6718,2020-09-15
1B,Sold,H6718,2020-09-15
1A,Available,9R604,2020-11-21
1B,Available,9R604,2020-11-21
1A,Sold,W4612,2020-05-21
1B,Sold,W4612,2020-05-21
1A,Available,B8549,2020-07-01
1B,Sold,B8549,2020-07-01
1A,Available,BM570,2020-01-25
1B,Available,BM570,2020-01-25
1A,Sold,A5640,2020-04-17
1B,Available,A5640,2020-04-17
1A,Available,UU418,2020-04-04
1B,Available,UU418,2020-04-04
1A,Available,OJ941,2020-04-18
1B,Available,OJ941,2020-04-18
1A,Sold,8D483,2020-05-06
1B,Available,8D483,2020-05-06
1A,Sold,RO270,2020-10-29
1B,Sold,RO270,2020-10-29
1A,Available,FN809,2020-09-13
1B,Available,FN809,2020-09-13
1A,Available,YM1,2020-04-10
1B,Sold,YM1,2020-04-10
1A,Sold,YC29,2020-01-30
1B,Available,YC29,2020-01-30
1A,Sold,VX650,2020-09-16
1B,Sold,VX650,2020-09-16
1A,Sold,NY742,2020-09-28
1B,Available,NY742,2020-09-28
1A,Sold,WY758,2020-02-13
1B,Available,WY758,2020-02-13
1A,Available,FJ544,2020-07-11
1B,Available,FJ544,2020-07-11
1A,Sold,2X589,2020-06-04
1B,Available,2X589,2020-06-04
1A,Sold,8R692,2020-06-23
1B,Available,8R692,2020-06-23
1A,Available,ZJ431,2020-04-06
1B,Sold,ZJ431,2020-04-06
1A,Sold,BX665,2020-08-02
1B,Sold,BX665,2020-08-02
1A,Sold,KH832,2020-09-11
1B,Available,KH832,2020-09-11
1A,Available,LM241,2020-04-17
1B,Available,LM241,2020-04-17
1A,Available,5W591,2020-10-05
1B,Available,5W591,2020-10-05
1A,Available,5E385,2020-03-25
1B,Available,5E385,2020-03-25
1A,Sold,BN295,2020-06-17
1B,Available,BN295,2020-06-17
1A,Available,H2105,2020-03-22
1B,Available,H2105,2020-03-22
1A,Available,9T145,2020-09-20
1B,Available,9T145,2020-09-20
1A,Available,Z8201,2020-03-02
1B,Sold,Z8201,2020-03-02
1A,Sold,6T763,2020-08-27
1B,Available,6T763,2020-08-27
1A,Sold,PS854,2020-02-26
1B,Sold,PS854,2020-02-26
1A,Sold,PL797,2020-10-22
1B,Sold,PL797,2020-10-22
1A,Available,WU808,2020-05-13
1B,Available,WU808,2020-05-13
1A,Sold,XR21,2020-08-08
1B,Available,XR21,2020-08-08
1A,Sold,GT231,2020-07-18
1B,Sold,GT231,2020-07-18
1A,Available,8F260,2020-08-28
1B,Sold,8F260,2020-08-28
1A,Available,DG206,2020-03-04
1B,Sold,DG206,2020-03-04
1A,Available,ZH934,2020-01-01
1B,Sold,ZH934,2020-01-01
1A,Available,3R470,2020-05-18
1B,Sold,3R470,2020-05-18
1A,Available,OS443,2020-02-20
1B,Sold,OS443,2020-02-20
1A,Sold,O2127,2020-10-01
1B,Available,O2127,2020-10-01
1A,Available,XG980,2020-06-02
1B,Available,XG980,2020-06-02
1A,Sold,FC267,2020-10-16
1B,Sold,FC267,2020-10-16
1A,Available,GW540,2020-10-23
1B,Available,GW540,2020-10-23
1A,Available,PX824,2020-08-25
1B,Sold,PX824,2020-08-25
1A,Sold,BE413,2020-01-10
1B,Available,BE413,2020-01-10
1A,Available,R7588,2020-05-09
1B,Sold,R7588,2020-05-09
1A,Sold,E2936,2020-11-13
1B,Sold,E2936,2020-11-13
1A,Sold,BE123,2020-02-03
1B,Sold,BE123,2020-02-03
1A,Sold,6C181,2020-01-04
1B,Available,6C181,2020-01-04
1A,Sold,R4684,2020-06-16
1B,Sold,R4684,2020-06-16
1A,Available,HT511,2020-05-11
1B,Sold,HT511,2020-05-11
1A,Sold,HM655,2020-02-23
1B,Available,HM655,2020-02-23
1A,Sold,OJ457,2020-10-18
1B,Available,OJ457,2020-10-18
1A,Sold,CN239,2020-01-21
1B,Sold,CN239,2020-01-21
1A,Available,WD175,2020-03-31
1B,Available,WD175,2020-03-31
1A,Available,MI916,2020-03-31
1B,Available,MI916,2020-03-31
1A,Sold,ZK517,2020-10-01
1B,Available,ZK517,2020-10-01
1A,Available,GG157,2020-09-10
1B,Sold,GG157,2020-09-10
1A,Sold,LA966,2020-04-14
1B,Sold,LA966,2020-04-14
1A,Sold,H6696,2020-06-08
1B,Sold,H6696,2020-06-08
1A,Sold,7B995,2020-09-26
1B,Sold,7B995,2020-09-26
1A,Sold,FJ422,2020-09-09
1B,Sold,FJ422,2020-09-09
1A,Sold,5T781,2020-01-09
1B,Available,5T781,2020-01-09
1A,Available,5T751,2020-04-25
1B,Available,5T751,2020-04-25
1A,Available,E5806,2020-02-23
1B,Available,E5806,2020-02-23
1A,Available,IY944,2020-08-31
1B,Sold,IY944,2020-08-31
1A,Sold,PP992,2020-08-25
1B,Sold,PP992,2020-08-25
1A,Sold,9L991,2020-02-25
1B,Available,9L991,2020-02-25
1A,Available,Q4172,2020-05-25
1B,Sold,Q4172,2020-05-25
1A,Sold,EG452,2020-10-16
1B,Sold,EG452,2020-10-16
1A,Available,T7678,2020-02-18
1B,Available,T7678,2020-02-18
1A,Sold,NL789,2020-05-10
1B,Sold,NL789,2020-05-10
1A,Sold,4T387,2020-08-16
1B,Available,4T387,2020-08-16
1A,Sold,9H253,2020-08-01
1B,Sold,9H253,2020-08-01
1A,Available,GH46,2020-06-29
1B,Sold,GH46,2020-06-29
1A,Available,OY49,2020-04-06
1B,Available,OY49,2020-04-06
1A,Available,YM57,2020-01-08
1B,Sold,YM57,2020-01-08
1A,Sold,J8374,2020-02-06
1B,Sold,J8374,2020-02-06
1A,Sold,MP690,2020-11-04
1B,Sold,MP690,2020-11-04
1A,Available,6I515,2020-05-16
1B,Sold,6I515,2020-05-16
1A,Available,FF164,2020-04-10
1B,Available,FF164,2020-04-10
1A,Sold,3R470,2020-06-01
1B,Sold,3R470,2020-06-01
1A,Available,DR775,2020-09-09
1B,Sold,DR775,2020-09-09
1A,Sold,FN606,2020-01-30
1B,Sold,FN606,2020-01-30
1A,Available,8D116,2020-01-05
1B,Available,8D116,2020-01-05
1A,Available,JO2,2020-10-13
1B,Available,JO2,2020-10-13
1A,Available,Z3214,2020-01-06
1B,Sold,Z3214,2020-01-06
1A,Available,OY339,2020-11-21
1B,Sold,OY339,2020-11-21
1A,Available,LM746,2020-11-03
1B,Available,LM746,2020-11-03
1A,Sold,MS165,2020-03-06
1B,Sold,MS165,2020-03-06
1A,Sold,MR750,2020-01-13
1B,Available,MR750,2020-01-13
1A,Sold,2U133,2020-02-02
1B,Available,2U133,2020-02-02
1A,Sold,BE123,2020-08-31
1B,Sold,BE123,2020-08-31
1A,Available,GX275,2020-11-16
1B,Sold,GX275,2020-11-16
1A,Available,LS973,2020-11-09
1B,Sold,LS973,2020-11-09
1A,Available,KE878,2020-11-01
1B,Sold,KE878,2020-11-01
1A,Sold,H5340,2020-02-24
1B,Sold,H5340,2020-02-24
1A,Sold,RT463,2020-07-24
1B,Sold,RT463,2020-07-24
1A,Sold,L1294,2020-08-01
1B,Available,L1294,2020-08-01
1A,Available,MA58,2020-06-02
1B,Sold,MA58,2020-06-02
1A,Sold,IT894,2020-04-18
1B,Sold,IT894,2020-04-18
1A,Available,R4629,2020-04-13
1B,Available,R4629,2020-04-13
1A,Available,R2793,2020-08-22
1B,Available,R2793,2020-08-22
1A,Sold,8U620,2020-03-30
1B,Sold,8U620,2020-03-30
1A,Available,SW728,2020-07-11
1B,Available,SW728,2020-07-11
1A,Sold,OI104,2020-11-06
1B,Available,OI104,2020-11-06
1A,Sold,VH866,2020-08-20
1B,Available,VH866,2020-08-20
1A,Sold,WN771,2020-10-13
1B,Sold,WN771,2020-10-13
1A,Sold,B0252,2020-10-11
1B,Sold,B0252,2020-10-11
1A,Available,EM608,2020-01-21
1B,Available,EM608,2020-01-21
1A,Available,BY442,2020-06-21
1B,Sold,BY442,2020-06-21
1A,Sold,VL512,2020-02-11
1B,Sold,VL512,2020-02-11
1A,Available,I3822,2020-03-07
1B,Available,I3822,2020-03-07
1A,Available,DO879,2020-05-05
1B,Sold,DO879,2020-05-05
1A,Available,Z8479,2020-09-10
1B,Sold,Z8479,2020-09-10
1A,Sold,6R999,2020-02-01
1B,Available,6R999,2020-02-01
1A,Available,RS876,2020-01-19
1B,Sold,RS876,2020-01-19
1A,Sold,GA891,2020-02-15
1B,Sold,GA891,2020-02-15
1A,Sold,3W491,2020-10-17
1B,Sold,3W491,2020-10-17
1A,Available,Q325,2020-03-30
1B,Available,Q325,2020-03-30
1A,Available,NQ382,2020-02-28
1B,Sold,NQ382,2020-02-28
1A,Available,VR770,2020-08-23
1B,Available,VR770,2020-08-23
1A,Sold,CN239,2020-07-28
1B,Available,CN239,2020-07-28
1A,Available,QT130,2020-10-16
1B,Sold,QT130,2020-10-16
1A,Available,AD680,2020-03-11
1B,Available,AD680,2020-03-11
1A,Sold,6E335,2020-08-05
1B,Available,6E335,2020-08-05
1A,Sold,8R692,2020-11-10
1B,Sold,8R692,2020-11-10
1A,Sold,E2936,2020-05-08
1B,Sold,E2936,2020-05-08
1A,Available,2Q694,2020-03-07
1B,Available,2Q694,2020-03-07
1A,Available,IB851,2020-09-06
1B,Sold,IB851,2020-09-06
1A,Sold,HG407,2020-08-22
1B,Available,HG407,2020-08-22
1A,Sold,7T702,2020-08-05
1B,Available,7T702,2020-08-05
1A,Sold,BZ88,2020-08-31
1B,Available,BZ88,2020-08-31
1A,Available,HT950,2020-06-10
1B,Sold,HT950,2020-06-10
1A,Available,PA64,2020-05-15
1B,Available,PA64,2020-05-15
1A,Sold,FT284,2020-06-14
1B,Sold,FT284,2020-06-14
1A,Sold,FD915,2020-11-20
1B,Sold,FD915,2020-11-20
1A,Available,TD571,2020-07-01
1B,Sold,TD571,2020-07-01
1A,Sold,8L968,2020-02-28
1B,Available,8L968,2020-02-28
1A,Available,GL827,2020-03-12
1B,Available,GL827,2020-03-12
1A,Available,MR149,2020-09-23
1B,Sold,MR149,2020-09-23
1A,Sold,IG138,2020-03-22
1B,Sold,IG138,2020-03-22
1A,Available,8L580,2020-06-14
